GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17
1500000US420810004005,420810004005,"Block Group 5, Census Tract 4, Lycoming County, Pennsylvania",363,138,72,86,84,85,10,24,55,63,93,66,0,10,0,10,0,10,18,28,0,10,0,10,31,46,0,10,0,10,0,10,0,10
1500000US420810005001,420810005001,"Block Group 1, Census Tract 5, Lycoming County, Pennsylvania",277,53,6,9,6,9,5,8,24,19,21,21,14,17,13,14,27,21,15,26,56,35,47,26,14,16,6,8,9,10,14,17,0,10
1500000US420810005002,420810005002,"Block Group 2, Census Tract 5, Lycoming County, Pennsylvania",438,64,43,43,61,37,14,16,28,22,31,28,28,21,43,29,29,21,24,21,21,25,26,23,22,20,0,10,11,22,38,31,19,17
1500000US420810005003,420810005003,"Block Group 3, Census Tract 5, Lycoming County, Pennsylvania",52,20,8,8,5,9,0,10,0,10,22,22,6,8,0,10,5,9,0,10,6,9,0,10,0,10,0,10,0,10,0,10,0,10
1500000US420810006001,420810006001,"Block Group 1, Census Tract 6, Lycoming County, Pennsylvania",465,92,19,22,42,41,76,63,5,8,51,36,8,14,7,11,9,17,21,26,13,19,130,77,19,28,65,47,0,10,0,10,0,10
1500000US420810006002,420810006002,"Block Group 2, Census Tract 6, Lycoming County, Pennsylvania",363,68,9,14,6,11,68,45,28,29,0,10,39,26,0,10,52,45,37,37,11,18,52,60,52,44,0,10,0,10,0,10,9,14
1500000US420810006003,420810006003,"Block Group 3, Census Tract 6, Lycoming County, Pennsylvania",243,84,24,25,12,19,22,23,31,31,37,34,43,50,0,10,9,15,0,10,0,10,12,19,0,10,10,16,22,27,11,16,10,17
1500000US420810008001,420810008001,"Block Group 1, Census Tract 8, Lycoming County, Pennsylvania",72,39,37,36,0,10,10,8,12,16,3,6,4,7,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,6,10
1500000US420810008002,420810008002,"Block Group 2, Census Tract 8, Lycoming County, Pennsylvania",250,75,15,13,59,59,42,35,37,31,28,23,7,11,3,6,0,10,0,10,30,21,0,10,29,30,0,10,0,10,0,10,0,10
1500000US420810009001,420810009001,"Block Group 1, Census Tract 9, Lycoming County, Pennsylvania",421,86,28,32,8,12,41,36,21,17,0,10,84,49,48,34,21,21,32,32,27,26,32,32,33,23,12,18,25,27,9,15,0,10
1500000US420810009002,420810009002,"Block Group 2, Census Tract 9, Lycoming County, Pennsylvania",631,73,38,36,27,30,20,20,66,40,96,54,52,40,51,44,28,32,8,11,47,39,67,38,89,55,42,35,0,10,0,10,0,10
1500000US420810010001,420810010001,"Block Group 1, Census Tract 10, Lycoming County, Pennsylvania",445,82,10,16,27,42,34,31,23,25,13,21,22,25,17,26,19,21,35,46,23,25,62,46,42,35,33,34,28,26,57,64,0,10
1500000US420810010002,420810010002,"Block Group 2, Census Tract 10, Lycoming County, Pennsylvania",219,45,0,10,12,18,0,10,0,10,0,10,0,10,13,15,12,17,18,20,64,43,23,19,45,35,11,17,21,22,0,10,0,10
1500000US420810010003,420810010003,"Block Group 3, Census Tract 10, Lycoming County, Pennsylvania",753,102,89,66,28,28,70,53,89,61,55,55,60,40,0,10,13,20,46,50,69,59,84,38,89,59,32,23,16,25,0,10,13,20
1500000US420810101001,420810101001,"Block Group 1, Census Tract 101, Lycoming County, Pennsylvania",689,44,18,9,22,11,36,18,63,18,34,13,51,18,34,12,38,11,34,16,59,19,95,28,87,20,42,16,24,12,28,14,24,10
1500000US420810101002,420810101002,"Block Group 2, Census Tract 101, Lycoming County, Pennsylvania",255,36,12,6,17,10,8,6,15,13,19,15,15,9,10,13,18,12,19,13,24,13,35,14,22,14,27,17,8,5,5,4,1,4
1500000US420810102001,420810102001,"Block Group 1, Census Tract 102, Lycoming County, Pennsylvania",244,34,2,2,8,6,17,10,11,10,20,11,17,10,12,10,7,5,10,7,17,11,48,17,30,11,27,9,11,7,3,6,4,4
1500000US420810102002,420810102002,"Block Group 2, Census Tract 102, Lycoming County, Pennsylvania",233,30,14,11,3,4,4,6,5,5,9,6,5,5,11,7,14,9,8,6,23,11,30,12,29,11,33,16,29,16,9,6,7,5
1500000US420810103001,420810103001,"Block Group 1, Census Tract 103, Lycoming County, Pennsylvania",548,47,31,20,21,15,17,10,21,11,32,18,43,18,19,10,32,16,31,22,30,15,103,29,75,18,60,22,11,8,19,10,3,4
1500000US420810103002,420810103002,"Block Group 2, Census Tract 103, Lycoming County, Pennsylvania",342,34,9,11,2,3,4,4,16,12,26,18,15,8,7,6,8,8,6,7,29,11,54,18,61,23,43,15,36,13,17,11,9,8
1500000US420810103003,420810103003,"Block Group 3, Census Tract 103, Lycoming County, Pennsylvania",368,40,17,11,17,14,21,9,32,24,27,15,31,19,19,13,14,9,31,21,23,12,48,22,34,14,20,10,20,13,10,9,4,5
1500000US420810104001,420810104001,"Block Group 1, Census Tract 104, Lycoming County, Pennsylvania",363,53,12,8,53,29,16,15,23,19,14,11,17,18,12,9,18,16,29,18,26,13,31,15,69,32,6,7,20,16,14,12,3,6
1500000US420810104002,420810104002,"Block Group 2, Census Tract 104, Lycoming County, Pennsylvania",296,33,11,16,3,4,17,10,2,4,15,10,21,19,10,9,16,10,4,5,52,19,32,17,66,26,23,13,12,10,6,7,6,7
1500000US420810104003,420810104003,"Block Group 3, Census Tract 104, Lycoming County, Pennsylvania",450,54,16,14,40,32,15,12,15,12,34,25,27,15,24,19,17,13,16,11,51,26,71,33,44,29,38,22,23,16,19,15,0,10
1500000US420810104004,420810104004,"Block Group 4, Census Tract 104, Lycoming County, Pennsylvania",291,45,0,10,6,8,0,10,4,6,10,10,10,10,4,7,14,13,6,9,15,13,36,28,97,35,54,25,25,17,5,7,5,7
1500000US420810104005,420810104005,"Block Group 5, Census Tract 104, Lycoming County, Pennsylvania",395,40,25,26,4,7,15,12,42,27,9,10,18,15,9,10,24,16,26,17,9,9,34,16,55,29,85,38,28,22,0,10,12,12
1500000US420810104006,420810104006,"Block Group 6, Census Tract 104, Lycoming County, Pennsylvania",263,29,31,21,8,8,16,10,35,24,13,9,6,6,11,10,0,10,0,10,20,10,29,14,52,21,22,15,0,10,13,9,7,7
1500000US420810105001,420810105001,"Block Group 1, Census Tract 105, Lycoming County, Pennsylvania",485,37,17,8,23,12,16,9,21,13,27,15,23,11,15,10,19,12,37,16,46,17,58,19,73,22,37,14,26,12,24,11,23,15
1500000US420810105002,420810105002,"Block Group 2, Census Tract 105, Lycoming County, Pennsylvania",277,46,11,8,6,6,7,5,7,6,7,6,16,10,10,9,12,12,16,8,37,18,53,18,39,15,38,19,8,7,8,8,2,3
1500000US420810105003,420810105003,"Block Group 3, Census Tract 105, Lycoming County, Pennsylvania",295,34,0,10,21,13,3,5,14,16,28,19,6,6,6,5,9,7,12,9,19,10,46,14,37,15,33,17,34,14,18,10,9,8
1500000US420810105004,420810105004,"Block Group 4, Census Tract 105, Lycoming County, Pennsylvania",714,48,8,7,27,17,16,11,44,20,9,7,58,33,40,23,34,20,44,29,69,22,63,21,129,27,72,25,28,14,26,14,47,22
1500000US420810105005,420810105005,"Block Group 5, Census Tract 105, Lycoming County, Pennsylvania",571,54,11,11,11,10,16,10,18,14,21,15,71,48,27,16,33,15,22,15,31,16,87,34,102,41,72,25,35,24,9,9,5,7
1500000US420810106001,420810106001,"Block Group 1, Census Tract 106, Lycoming County, Pennsylvania",656,50,23,13,17,10,40,22,14,9,26,13,51,20,37,17,26,9,43,19,61,20,83,28,110,18,68,18,32,12,12,10,13,10
1500000US420810106002,420810106002,"Block Group 2, Census Tract 106, Lycoming County, Pennsylvania",346,30,14,8,10,8,4,4,24,12,9,6,13,6,10,6,27,11,8,5,30,11,65,19,58,20,33,11,15,8,14,9,12,7
1500000US420810106003,420810106003,"Block Group 3, Census Tract 106, Lycoming County, Pennsylvania",363,37,14,8,19,15,18,12,12,8,15,7,24,10,28,12,24,16,8,6,35,18,46,15,51,15,28,15,21,8,12,7,8,6
1500000US420810106004,420810106004,"Block Group 4, Census Tract 106, Lycoming County, Pennsylvania",363,34,33,20,16,10,11,6,13,8,13,7,19,9,20,17,20,11,15,8,44,16,47,17,51,18,33,17,12,7,7,5,9,6
1500000US420810107001,420810107001,"Block Group 1, Census Tract 107, Lycoming County, Pennsylvania",479,83,4,7,13,9,15,16,16,12,17,13,10,9,5,7,0,10,31,25,81,67,88,61,87,32,49,23,24,17,13,10,26,20
1500000US420810107002,420810107002,"Block Group 2, Census Tract 107, Lycoming County, Pennsylvania",561,79,0,10,4,6,25,18,21,19,10,12,64,42,39,26,9,15,44,31,65,33,32,19,98,42,51,30,30,21,37,28,32,24
1500000US420810107003,420810107003,"Block Group 3, Census Tract 107, Lycoming County, Pennsylvania",540,98,32,20,33,26,25,15,0,10,18,21,72,59,7,9,31,18,31,27,56,35,46,27,53,30,89,43,32,27,10,10,5,7
1500000US420810107004,420810107004,"Block Group 4, Census Tract 107, Lycoming County, Pennsylvania",562,74,5,8,32,28,69,42,47,20,55,23,16,14,40,23,32,24,14,11,41,22,83,46,51,24,58,34,8,9,11,11,0,10
1500000US420810107005,420810107005,"Block Group 5, Census Tract 107, Lycoming County, Pennsylvania",347,49,21,16,17,14,21,15,19,24,30,19,11,12,5,8,5,8,41,25,49,24,49,24,30,19,31,27,7,10,6,9,5,8
1500000US420810108001,420810108001,"Block Group 1, Census Tract 108, Lycoming County, Pennsylvania",432,47,19,12,31,20,6,6,28,18,10,15,12,12,16,9,26,23,27,18,28,16,45,24,71,28,52,23,16,12,14,11,31,21
1500000US420810108002,420810108002,"Block Group 2, Census Tract 108, Lycoming County, Pennsylvania",458,96,47,42,81,80,0,10,28,31,0,10,32,36,45,34,18,27,31,35,42,38,36,36,54,36,14,21,0,10,14,21,16,24
1500000US420810108003,420810108003,"Block Group 3, Census Tract 108, Lycoming County, Pennsylvania",439,61,0,10,29,33,15,22,13,20,32,34,14,20,0,10,0,10,12,19,59,39,90,79,87,57,27,31,48,47,0,10,13,19
1500000US420810108004,420810108004,"Block Group 4, Census Tract 108, Lycoming County, Pennsylvania",438,111,0,10,89,75,13,20,32,34,0,10,15,22,16,26,18,28,13,20,33,35,115,84,50,41,44,37,0,10,0,10,0,10
1500000US420810108005,420810108005,"Block Group 5, Census Tract 108, Lycoming County, Pennsylvania",365,51,36,30,14,12,39,30,22,17,10,11,27,21,32,19,22,22,33,29,28,19,27,17,38,23,14,13,9,11,14,13,0,10
1500000US420810108006,420810108006,"Block Group 6, Census Tract 108, Lycoming County, Pennsylvania",283,63,0,10,29,22,11,12,17,16,10,11,9,11,11,11,15,11,15,14,19,15,24,16,85,52,10,12,15,13,0,10,13,20
1500000US420810108007,420810108007,"Block Group 7, Census Tract 108, Lycoming County, Pennsylvania",348,39,6,9,0,10,10,12,28,25,16,15,9,11,8,9,6,9,10,12,54,22,48,23,63,26,56,30,15,13,14,14,5,7
1500000US420810109001,420810109001,"Block Group 1, Census Tract 109, Lycoming County, Pennsylvania",648,66,77,46,4,6,38,19,38,22,21,17,27,17,29,28,38,20,30,21,64,28,76,35,61,29,72,29,31,24,13,12,29,23
1500000US420810109002,420810109002,"Block Group 2, Census Tract 109, Lycoming County, Pennsylvania",518,61,13,21,19,30,33,23,22,14,31,20,29,28,20,14,15,12,21,14,13,12,32,18,96,29,73,30,15,12,52,34,34,19
1500000US420810110001,420810110001,"Block Group 1, Census Tract 110, Lycoming County, Pennsylvania",562,91,12,19,26,29,13,21,26,29,0,10,71,77,24,27,27,31,29,33,33,35,95,69,83,53,0,10,56,48,67,65,0,10
1500000US420810110002,420810110002,"Block Group 2, Census Tract 110, Lycoming County, Pennsylvania",315,78,0,10,0,10,0,10,13,21,14,23,62,41,11,19,0,10,12,20,23,26,30,33,64,57,41,45,12,19,17,27,16,25
1500000US420810110003,420810110003,"Block Group 3, Census Tract 110, Lycoming County, Pennsylvania",423,96,13,20,12,21,96,55,24,27,56,71,67,71,11,17,0,10,16,26,41,39,49,47,27,27,0,10,11,18,0,10,0,10
1500000US420810110004,420810110004,"Block Group 4, Census Tract 110, Lycoming County, Pennsylvania",322,73,14,22,0,10,55,30,0,10,27,26,38,42,0,10,0,10,0,10,0,10,72,56,36,41,29,32,26,41,0,10,25,36
1500000US420810110005,420810110005,"Block Group 5, Census Tract 110, Lycoming County, Pennsylvania",293,60,0,10,17,27,12,20,0,10,51,34,23,26,10,16,37,42,11,17,33,35,51,46,32,37,0,10,16,25,0,10,0,10
1500000US420810111001,420810111001,"Block Group 1, Census Tract 111, Lycoming County, Pennsylvania",504,118,51,63,48,43,14,21,46,69,12,17,16,25,66,62,13,21,12,21,0,10,30,34,74,71,35,39,13,20,64,47,10,16
1500000US420810111002,420810111002,"Block Group 2, Census Tract 111, Lycoming County, Pennsylvania",404,81,50,45,26,41,26,30,0,10,15,24,33,32,24,28,0,10,12,19,26,26,67,46,34,27,30,27,35,53,8,14,18,26
1500000US420810111003,420810111003,"Block Group 3, Census Tract 111, Lycoming County, Pennsylvania",399,119,153,95,21,28,0,10,52,68,24,27,15,24,54,39,0,10,2,8,11,17,0,10,25,22,24,24,18,22,0,10,0,10
1500000US420810111004,420810111004,"Block Group 4, Census Tract 111, Lycoming County, Pennsylvania",439,83,52,67,0,10,9,15,56,47,0,10,43,40,0,10,28,31,28,35,11,18,12,20,78,54,33,30,65,55,24,22,0,10
1500000US420810111005,420810111005,"Block Group 5, Census Tract 111, Lycoming County, Pennsylvania",233,48,28,33,14,23,0,10,0,10,0,10,13,20,0,10,45,42,0,10,28,33,12,19,27,33,44,40,22,35,0,10,0,10
1500000US420810111006,420810111006,"Block Group 6, Census Tract 111, Lycoming County, Pennsylvania",434,85,12,21,15,25,0,10,13,21,48,38,62,60,25,30,13,21,24,32,53,55,42,30,60,72,22,27,0,10,11,18,34,38
1500000US420810112001,420810112001,"Block Group 1, Census Tract 112, Lycoming County, Pennsylvania",921,117,34,35,91,77,0,10,36,36,0,10,26,28,13,19,30,33,13,21,98,90,66,55,103,70,78,54,113,69,159,80,61,39
1500000US420810112002,420810112002,"Block Group 2, Census Tract 112, Lycoming County, Pennsylvania",692,102,42,40,0,10,13,21,11,18,33,37,12,19,25,28,53,43,61,52,88,73,51,48,85,50,41,39,34,37,78,53,65,58
1500000US420810112003,420810112003,"Block Group 3, Census Tract 112, Lycoming County, Pennsylvania",615,116,25,30,104,70,66,66,126,75,39,63,53,68,50,42,26,30,24,27,15,22,0,10,51,45,36,50,0,10,0,10,0,10
1500000US420810113011,420810113011,"Block Group 1, Census Tract 113.01, Lycoming County, Pennsylvania",467,58,20,21,24,16,38,23,26,28,11,12,16,14,29,17,41,27,42,33,77,49,42,22,70,33,10,12,21,15,0,10,0,10
1500000US420810113012,420810113012,"Block Group 2, Census Tract 113.01, Lycoming County, Pennsylvania",429,46,20,15,19,14,16,24,49,34,29,18,12,14,27,25,12,11,10,10,30,21,81,36,62,38,12,11,27,20,13,12,10,12
1500000US420810113021,420810113021,"Block Group 1, Census Tract 113.02, Lycoming County, Pennsylvania",618,104,0,10,26,29,0,10,22,34,36,33,15,24,17,27,28,35,51,63,46,43,77,56,109,56,54,32,69,57,68,55,0,10
1500000US420810113022,420810113022,"Block Group 2, Census Tract 113.02, Lycoming County, Pennsylvania",318,67,17,27,19,30,0,10,28,31,0,10,0,10,53,61,27,31,14,22,20,31,47,52,51,44,13,21,29,32,0,10,0,10
1500000US420810113023,420810113023,"Block Group 3, Census Tract 113.02, Lycoming County, Pennsylvania",539,98,17,27,31,34,15,25,28,37,0,10,0,10,40,48,31,37,5,13,51,64,84,64,142,85,40,49,36,52,19,29,0,10
1500000US420810113024,420810113024,"Block Group 4, Census Tract 113.02, Lycoming County, Pennsylvania",511,109,17,28,68,61,0,10,31,35,87,71,45,40,24,27,30,32,28,43,17,29,86,64,32,28,26,42,0,10,20,33,0,10
1500000US420810113025,420810113025,"Block Group 5, Census Tract 113.02, Lycoming County, Pennsylvania",404,140,46,73,0,10,121,103,42,58,26,41,22,35,28,44,19,30,0,10,23,36,21,31,17,28,9,16,30,44,0,10,0,10
1500000US420810114001,420810114001,"Block Group 1, Census Tract 114, Lycoming County, Pennsylvania",273,34,13,7,4,4,12,11,18,14,15,11,13,8,15,13,12,11,7,6,14,7,50,17,17,10,42,13,15,9,20,13,6,6
1500000US420810114002,420810114002,"Block Group 2, Census Tract 114, Lycoming County, Pennsylvania",410,40,19,10,21,19,17,10,8,7,22,11,19,11,37,20,29,16,23,19,42,22,57,22,78,25,25,13,13,10,0,10,0,10
1500000US420810116011,420810116011,"Block Group 1, Census Tract 116.01, Lycoming County, Pennsylvania",516,32,13,14,13,9,20,12,20,11,50,28,32,18,23,13,37,15,32,20,46,20,82,22,84,19,42,17,13,8,9,7,0,10
1500000US420810116021,420810116021,"Block Group 1, Census Tract 116.02, Lycoming County, Pennsylvania",349,96,69,69,21,33,21,32,0,10,11,17,108,82,40,47,0,10,0,10,0,10,25,40,0,10,54,54,0,10,0,10,0,10
1500000US420810116022,420810116022,"Block Group 2, Census Tract 116.02, Lycoming County, Pennsylvania",470,123,7,17,0,10,0,10,15,25,94,116,0,10,24,29,30,47,21,26,69,57,11,19,152,93,28,33,0,10,0,10,19,26
1500000US420810116023,420810116023,"Block Group 3, Census Tract 116.02, Lycoming County, Pennsylvania",240,69,0,10,17,28,12,18,13,20,0,10,0,10,16,26,0,10,50,39,57,52,16,26,32,36,27,30,0,10,0,10,0,10
1500000US420810116024,420810116024,"Block Group 4, Census Tract 116.02, Lycoming County, Pennsylvania",335,75,13,21,0,10,14,22,37,42,64,67,0,10,0,10,0,10,35,38,0,10,48,53,84,68,27,31,0,10,13,21,0,10
1500000US420810116025,420810116025,"Block Group 5, Census Tract 116.02, Lycoming County, Pennsylvania",419,97,13,19,0,10,63,38,13,22,0,10,0,10,11,20,28,32,25,39,29,33,20,33,101,56,87,62,0,10,29,33,0,10
1500000US420810116026,420810116026,"Block Group 6, Census Tract 116.02, Lycoming County, Pennsylvania",356,74,18,29,0,10,15,24,0,10,0,10,14,23,13,20,33,39,0,10,43,27,61,49,90,52,37,41,32,36,0,10,0,10
1500000US420810116027,420810116027,"Block Group 7, Census Tract 116.02, Lycoming County, Pennsylvania",529,102,31,35,54,50,0,10,53,52,0,10,81,60,80,74,16,26,20,31,48,50,52,44,48,43,0,10,46,56,0,10,0,10
1500000US420810117001,420810117001,"Block Group 1, Census Tract 117, Lycoming County, Pennsylvania",609,51,22,20,34,21,10,9,43,24,13,11,22,13,38,14,40,18,23,14,70,27,93,37,86,30,84,21,18,17,13,9,0,10
1500000US420810117002,420810117002,"Block Group 2, Census Tract 117, Lycoming County, Pennsylvania",527,64,18,12,11,9,15,11,19,12,14,11,25,15,31,18,11,10,18,12,35,19,74,28,166,41,47,20,7,7,23,16,13,13
1500000US420810117003,420810117003,"Block Group 3, Census Tract 117, Lycoming County, Pennsylvania",292,37,14,11,8,8,11,10,20,20,17,17,30,21,9,7,17,10,7,6,38,20,24,13,59,24,26,13,4,5,8,7,0,10
1500000US420810117004,420810117004,"Block Group 4, Census Tract 117, Lycoming County, Pennsylvania",265,44,25,19,22,24,9,8,10,9,12,9,25,14,12,8,4,7,8,8,32,23,39,24,34,22,22,12,3,5,4,5,4,5
1500000US420810117005,420810117005,"Block Group 5, Census Tract 117, Lycoming County, Pennsylvania",505,68,45,34,37,21,36,28,24,17,7,9,33,21,19,14,42,30,62,35,29,19,64,30,84,27,11,8,0,10,12,12,0,10
1500000US420810117006,420810117006,"Block Group 6, Census Tract 117, Lycoming County, Pennsylvania",6,8,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,6,8,0,10,0,10,0,10
1500000US420810117007,420810117007,"Block Group 7, Census Tract 117, Lycoming County, Pennsylvania",0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10
1500000US420810118001,420810118001,"Block Group 1, Census Tract 118, Lycoming County, Pennsylvania",472,43,22,14,0,10,20,9,37,15,19,17,28,19,14,8,29,19,28,12,56,22,55,23,74,24,36,16,25,11,22,10,7,5
1500000US420810118002,420810118002,"Block Group 2, Census Tract 118, Lycoming County, Pennsylvania",709,45,16,16,19,16,14,16,29,12,24,15,18,10,32,13,40,17,25,17,66,23,94,30,143,35,77,22,72,21,21,11,19,14
1500000US420810119001,420810119001,"Block Group 1, Census Tract 119, Lycoming County, Pennsylvania",700,68,48,23,49,30,34,17,38,19,32,16,31,21,25,15,19,14,28,14,59,38,71,25,123,44,64,25,27,16,35,24,17,18
1500000US420810119002,420810119002,"Block Group 2, Census Tract 119, Lycoming County, Pennsylvania",392,76,0,10,83,70,20,29,0,10,0,10,33,36,12,18,12,19,30,33,63,49,37,40,33,35,55,49,14,20,0,10,0,10
1500000US420810119003,420810119003,"Block Group 3, Census Tract 119, Lycoming County, Pennsylvania",421,123,0,10,56,70,0,10,16,26,18,29,14,23,64,79,33,35,11,17,72,52,0,10,28,30,93,100,16,24,0,10,0,10
1500000US420810119004,420810119004,"Block Group 4, Census Tract 119, Lycoming County, Pennsylvania",359,86,21,31,0,10,0,10,18,28,0,10,15,23,16,23,0,10,0,10,75,56,93,63,121,87,0,10,0,10,0,10,0,10
1500000US420810119005,420810119005,"Block Group 5, Census Tract 119, Lycoming County, Pennsylvania",288,98,0,10,0,10,60,75,47,78,0,10,23,32,28,24,60,84,0,10,23,34,32,35,0,10,0,10,0,10,15,22,0,10
1500000US420810119006,420810119006,"Block Group 6, Census Tract 119, Lycoming County, Pennsylvania",229,85,59,52,19,29,38,42,0,10,0,10,26,40,0,10,0,10,22,32,17,28,13,20,20,32,0,10,0,10,0,10,15,21
1500000US420834201001,420834201001,"Block Group 1, Census Tract 4201, McKean County, Pennsylvania",681,76,14,18,32,25,28,22,19,17,40,30,51,34,32,25,31,24,1,4,82,36,159,69,78,40,57,34,19,20,20,20,18,25
1500000US420834201002,420834201002,"Block Group 2, Census Tract 4201, McKean County, Pennsylvania",916,87,92,60,38,34,25,25,80,57,98,59,66,40,42,30,71,48,26,24,62,47,60,34,107,57,63,37,34,27,35,33,17,18
1500000US420834202001,420834202001,"Block Group 1, Census Tract 4202, McKean County, Pennsylvania",949,138,196,93,138,69,136,81,88,65,24,23,45,37,24,25,49,35,46,35,77,59,52,37,9,15,19,21,13,15,0,10,33,38
1500000US420834202002,420834202002,"Block Group 2, Census Tract 4202, McKean County, Pennsylvania",472,103,72,57,23,28,44,32,57,51,5,9,23,18,55,53,70,61,9,15,14,16,44,52,25,27,11,18,20,23,0,10,0,10
1500000US420834203001,420834203001,"Block Group 1, Census Tract 4203, McKean County, Pennsylvania",254,97,104,80,10,15,7,11,19,21,0,10,12,19,18,20,0,10,0,10,0,10,71,76,6,10,7,11,0,10,0,10,0,10
1500000US420834203002,420834203002,"Block Group 2, Census Tract 4203, McKean County, Pennsylvania",338,81,38,30,79,64,9,14,20,16,0,10,19,22,20,24,0,10,18,20,47,44,34,32,15,17,29,36,10,15,0,10,0,10
1500000US420834203003,420834203003,"Block Group 3, Census Tract 4203, McKean County, Pennsylvania",535,105,107,71,43,69,48,42,65,39,8,12,11,17,41,44,72,61,34,40,0,10,18,19,36,29,42,43,0,10,0,10,10,15
1500000US420834204001,420834204001,"Block Group 1, Census Tract 4204, McKean County, Pennsylvania",420,77,0,10,0,10,13,21,31,36,21,24,16,19,33,38,0,10,46,46,7,11,119,63,52,35,42,37,11,17,0,10,29,17
1500000US420834204002,420834204002,"Block Group 2, Census Tract 4204, McKean County, Pennsylvania",751,104,47,43,35,39,68,44,97,52,34,33,0,10,57,66,56,35,90,61,118,63,31,31,69,41,27,33,15,23,7,12,0,10
1500000US420834205001,420834205001,"Block Group 1, Census Tract 4205, McKean County, Pennsylvania",385,61,9,15,0,10,0,10,21,23,50,32,29,26,11,16,9,13,16,19,27,24,47,35,87,51,38,26,16,14,25,24,0,10
1500000US420834205002,420834205002,"Block Group 2, Census Tract 4205, McKean County, Pennsylvania",422,81,31,31,17,22,19,22,0,10,17,19,8,13,16,19,4,9,30,43,78,39,83,40,38,26,61,39,17,19,3,7,0,10
1500000US420834205003,420834205003,"Block Group 3, Census Tract 4205, McKean County, Pennsylvania",498,70,3,5,23,34,67,52,43,41,27,41,23,22,26,21,39,37,13,17,37,35,28,27,24,18,6,9,33,32,41,29,65,54
1500000US420834206001,420834206001,"Block Group 1, Census Tract 4206, McKean County, Pennsylvania",579,50,30,15,15,10,40,18,24,17,50,24,63,27,30,18,28,14,40,27,55,18,63,24,74,25,28,18,20,13,13,11,6,8
1500000US420834206002,420834206002,"Block Group 2, Census Tract 4206, McKean County, Pennsylvania",313,54,0,10,4,6,25,18,19,14,4,6,7,9,22,14,6,8,38,39,62,28,39,28,47,27,37,25,0,10,3,5,0,10
1500000US420834206003,420834206003,"Block Group 3, Census Tract 4206, McKean County, Pennsylvania",236,32,11,9,21,19,21,11,33,16,6,6,13,10,7,7,9,9,4,6,18,11,40,16,18,10,17,12,9,8,9,9,0,10
1500000US420834206004,420834206004,"Block Group 4, Census Tract 4206, McKean County, Pennsylvania",434,58,5,5,48,24,32,21,12,11,25,16,22,17,8,9,18,19,35,21,28,19,52,22,73,33,29,16,11,15,22,14,14,12
1500000US420834206005,420834206005,"Block Group 5, Census Tract 4206, McKean County, Pennsylvania",404,72,28,16,32,20,26,16,27,16,27,15,9,7,19,15,46,41,22,20,31,17,46,19,34,23,18,14,25,18,7,7,7,7
1500000US420834206006,420834206006,"Block Group 6, Census Tract 4206, McKean County, Pennsylvania",269,38,5,5,10,11,12,8,25,15,16,9,25,16,12,9,11,8,17,13,20,12,30,12,31,16,22,10,6,7,8,12,19,14
1500000US420834207001,420834207001,"Block Group 1, Census Tract 4207, McKean County, Pennsylvania",326,72,15,15,19,16,20,14,14,9,11,9,11,7,32,22,7,7,63,63,18,11,29,15,54,17,14,10,14,11,5,6,0,10
1500000US420834207002,420834207002,"Block Group 2, Census Tract 4207, McKean County, Pennsylvania",455,54,25,14,18,11,14,11,28,21,14,13,38,22,10,9,26,21,40,22,54,27,38,21,81,32,9,9,40,25,5,7,15,12
1500000US420834207003,420834207003,"Block Group 3, Census Tract 4207, McKean County, Pennsylvania",781,75,44,22,53,33,90,42,79,41,57,30,28,18,21,26,15,15,61,30,46,23,49,21,103,40,35,20,34,20,24,19,42,31
1500000US420834207004,420834207004,"Block Group 4, Census Tract 4207, McKean County, Pennsylvania",261,34,24,13,16,14,6,10,23,17,17,17,26,17,3,5,11,10,8,9,25,14,41,17,29,16,25,19,7,10,0,10,0,10
1500000US420834208001,420834208001,"Block Group 1, Census Tract 4208, McKean County, Pennsylvania",614,61,31,20,26,15,47,27,24,15,43,24,26,22,24,21,39,17,60,29,38,20,82,27,78,27,36,17,22,18,36,27,2,4
1500000US420834208002,420834208002,"Block Group 2, Census Tract 4208, McKean County, Pennsylvania",616,64,14,9,43,21,45,27,48,27,44,23,28,15,30,18,30,16,20,10,48,22,94,37,104,30,21,12,30,16,6,6,11,10
1500000US420834208003,420834208003,"Block Group 3, Census Tract 4208, McKean County, Pennsylvania",334,59,12,13,1,3,25,18,30,21,7,6,14,14,37,24,34,23,25,14,13,12,41,26,41,18,36,26,10,10,2,3,6,8
