"","PGM_SYS_ACRNM","PGM_SYS_ID","REGISTRY_ID","PRIMARY_NAME","LOCATION_ADDRESS","SUPPLEMENTAL_LOCATION","CITY_NAME","COUNTY_NAME","FIPS_CODE","STATE_CODE","STATE_NAME","COUNTRY_NAME","POSTAL_CODE"
"8309","NPDES","PAR348301",110000332202,"DRESSER PIPELINE SOLUTIONS","41 FISHER AVE","","BRADFORD","MCKEAN","PA083","PA","PENNSYLVANIA","USA","16701-1698"
"8310","NPDES","PAG130129",110055232537,"UPPER FREDERICK TWP MS4","PO BOX 597","","FREDERICK","","","PA","PENNSYLVANIA","USA","19435-0597"
"8311","NPDES","PAG123744",110055637609,"RANDY BRUBAKER FARM","1908 VALLEY RD","","MANHEIM","LANCASTER","PA071","PA","PENNSYLVANIA","","17545"
"8312","NPDES","PAG102281",110055239601,"NORTHEAST SUPPLY LINK PALMERTON LOOP PAG102281","PO BOX 217","","BLAKESLEE","MONROE","PA089","PA","PENNSYLVANIA","USA","18610"
"8313","NPDES","PAG133594",110020495203,"MS4 SPRINGETTSBURY TWP","1501 MOUNT ZION RD","","YORK","YORK","PA133","PA","PENNSYLVANIA","USA","17401"
"8314","NPDES","PAG136231",110017813981,"LOWER TYRONE TWP STORM SEW SYS","456 BANNING RD","","DAWSON","FAYETTE","PA051","PA","PENNSYLVANIA","USA","15428-1200"
"8315","NPDES","PAG136356",110056408757,"BEAVER CNTY STORM SEW SYS MS4","810 THIRD ST","","BEAVER","BEAVER","PA007","PA","PENNSYLVANIA","USA","15009"
"8316","NPDES","PAI132236",110056407437,"WEISENBERG TOWNSHIP","URBANIZED AREA ALLENTOWN 1","","WEISENBERG TWP LEHIGH CNTY","LEHIGH","PA077","PA","PENNSYLVANIA","USA","00000"
"8317","NPDES","PAG041091",110055193286,"BRIAN BALDWIN SRSTP","8422 MILL ST","","GIRARD","ERIE","PA049","PA","PENNSYLVANIA","USA","16417"
"8318","NPDES","PAG056256",110058915697,"BENTLEYVILLE BP","204 WILSON RD","","BENTLEYVILLE","WASHINGTON","PA125","PA","PENNSYLVANIA","USA","15314"
"8319","NPDES","PAG130019",110017814775,"UPPER MORELAND TWP MS4","117 PARK DR","","DOYLESTOWN","MONTGOMERY","PA091","PA","PENNSYLVANIA","USA","18901-2421"
"8320","NPDES","PAG133677",110020621816,"MS4 NEW CUMBERLAND BORO","1120 MARKET ST","","NEW CUMBERLAND","CUMBERLAND","PA041","PA","PENNSYLVANIA","USA","17070"
"8321","NPDES","PAG123627",110037123500,"CRITTER HILL FARM CAFO","224 QUAKER RUN RD","","BIGLERVILLE","ADAMS","PA001","PA","PENNSYLVANIA","USA","17307-9205"
"8322","NPDES","PAI136102",110060062578,"FOX CHAPEL BORO STORM SEW SYS","401 FOX CHAPEL RD","","PITTSBURGH","ALLEGHENY","PA003","PA","PENNSYLVANIA","USA","15238-2225"
"8323","NPDES","PAI136116",110004877759,"NORTH VERSAILLES TWP STORM SEW SYS","1401 GREENSBURG AVE","","NORTH VERSAILLES","ALLEGHENY","PA003","PA","PENNSYLVANIA","USA","15137"
"8324","NPDES","PAR806247",110024759288,"FIRST STUDENT NO 25003","836 MARION AVE","","ELLWOOD CITY","BEAVER","PA007","PA","PENNSYLVANIA","USA","16117-3121"
"8325","NPDES","PAI133513",110001147241,"MS4 HAMPDEN TWP","230 S SPORTING HILL RD","","MECHANICSBURG","CUMBERLAND","PA041","PA","PENNSYLVANIA","USA","17050-3097"
"8326","NPDES","PAI132225",110056153834,"NORTHAMPTON COUNTY MS4","URBANIZED AREA ALLENTOWN BETHLEHEM 01495","","NORTHAMPTON","NORTHAMPTON","PA095","PA","PENNSYLVANIA","USA","00000"
"8327","NPDES","PAG136134",110056160746,"EAST HUNTINGDON TWP STORM SEW SYS MS4","SR 981","","ALVERTON","WESTMORELAND","PA129","PA","PENNSYLVANIA","USA","15612"
"8328","NPDES","PAG106167",110056161004,"TEAM 2014 PROJ ARMAGH COMPRESSOR STA","HORSE THEIF RD & HARRY BORING RD","","W WHEATFIELD","INDIANA","PA063","PA","PENNSYLVANIA","USA","15944"
"8329","NPDES","PAG056255",110056162646,"SANTIAGO DISTRIBUTING CO","8175 STEUBENVILLE PIKE","","IMPERIAL","ALLEGHENY","PA003","PA","PENNSYLVANIA","USA","15126"
"8330","NPDES","PAG133523",110056153264,"MS4 PENN TWP","840 N GARFIELD RD","","BERNVILLE","BERKS","PA011","PA","PENNSYLVANIA","USA","19506-9034"
"8331","NPDES","PAI132216",110056351479,"CITY OF EASTON","URBANIZED AREA ALLENTOWN BETHLEHEM 1","","EASTON","","","PA","PENNSYLVANIA","USA","18042"
"8332","NPDES","PA0254690",110056353048,"PORT VUE BORO SEW SYS","1191 ROMINE AVE","","PORT VUE, BOROUGH OF","ALLEGHENY","PA003","PA","PENNSYLVANIA","USA","15133"
"8333","NPDES","PAG042232",110056983849,"FORMER PA STATE POLICE BLDG","RR 1  BOX 222 E","","NEW MILFORD","SUSQUEHANNA","PA115","PA","PENNSYLVANIA","USA","18834"
"8334","NPDES","PAG132235",110056978560,"ALLEN TOWNSHIP MS4","URBANIZED AREA ALLENTOWN 1","","ALLEN TWP","NORTHAMPTON","PA095","PA","PENNSYLVANIA","USA","00000"
"8335","NPDES","PAG133610",110056978604,"MS4 ADAMSTOWN BORO","3000 N READING RD","PO BOX 546","ADAMSTOWN","LANCASTER","PA071","PA","PENNSYLVANIA","USA","19501-0546"
"8336","NPDES","PAG043862",110056985801,"SFS   SONSHINE MINISTRIES","STATE ROUTE 850","","NORTHEAST MADISION TWP","PERRY","PA099","PA","PENNSYLVANIA","USA","17047"
"8337","NPDES","PAG046418",110056985874,"KELLYS SLEEPY HOLLOW SFTF","3136 RTE 30","","LATROBE","WESTMORELAND","PA129","PA","PENNSYLVANIA","USA","15650"
"8338","NPDES","PAG046442",110056985883,"STUTZMAN SR STP","398 WILDCAT RD","","FRIEDENS","SOMERSET","PA111","PA","PENNSYLVANIA","USA","15541"
"8339","NPDES","PAG050017",110056985945,"FARM & HOME OIL DUBLIN EXXON","5205 MILITIA HILL ROAD","","PLYMOUTH MEETING","BUCKS","PA017","PA","PENNSYLVANIA","USA","19426"
"8340","NPDES","PAI134808",110058930956,"WILLIAMSPORT AREA JOINT MS4","245 W 4TH ST","","WILLIAMSPORT","LYCOMING","PA081","PA","PENNSYLVANIA","USA","17701-6113"
"8341","NPDES","PAR206153",110000328654,"PRECISION KIDD STEEL CO","1 QUALITY WAY","","ALIQUIPPA","BEAVER","PA007","PA","PENNSYLVANIA","USA","15001-2459"
"8342","NPDES","PAU123507",110030897812,"CINTAS CORPORATION","320 WESTEC DRIVE","","MT. PLEASANT","WESTMORELAND","PA129","PA","PENNSYLVANIA","","15666"
"8343","NPDES","PAG040066",110030899008,"GERHART SUBDIV LOT 4","LONELY ROAD","","WEST ROCKHILL","BUCKS","PA017","PA","PENNSYLVANIA","","18960"
"8344","NPDES","PAG049325",110010958801,"COUNTY LINE CAFE","3808 PERRY HIGHWAY","","HADLEY","MERCER","PA085","PA","PENNSYLVANIA","","16130"
"8345","NPDES","PAG104807",110030924882,"WILLIAMS GAS PIPELINE- HUGHESVILLE LOOP","HUGHESVILLE LOOP","","HUGHESVILLE","LYCOMING","PA081","PA","PENNSYLVANIA","","17737"
"8346","NPDES","PAR123570",110054114748,"CONAGRA FOODS NATIONAL PRETZEL LANCASTER","2060 OLD PHILADELPHIA PIKE","","LANCASTER","LANCASTER","PA071","PA","PENNSYLVANIA","USA","17602"
"8347","NPDES","PAR123585",110054114757,"DIEFFENBACHS POTATO CHIPS","51 HOST ROAD","","WOMELSDORF","BERKS","PA011","PA","PENNSYLVANIA","USA","19567"
"8348","NPDES","PAR314820",110045532633,"PETTA ENTERPRISES","742 N. WILLIAMSON RD.","","COVINGTON","TIOGA","PA117","PA","PENNSYLVANIA","USA","16917"
"8349","NPDES","PA0260142",110030486757,"THOMASVILLE LAND LP","240 BENDER RD","","HANOVER","YORK","PA133","PA","PENNSYLVANIA","","17331"
"8350","NPDES","PA0261017",110033202095,"SFS ALMONY, STANLEY AND ANNA","302 GEMMILL RD","","DELTA","YORK","PA133","PA","PENNSYLVANIA","USA","17314-8867"
"8351","NPDES","PAR208368",110010258602,"ERIE PRESS SYSTEMS","1253 W 12TH ST","","ERIE","ERIE","PA049","PA","PENNSYLVANIA","USA","16501-1518"
"8352","NPDES","PA0261068",110059979466,"MEADOW LANE DAIRY","3392 BLUE ROCK RD","","LANCASTER","LANCASTER","PA071","PA","PENNSYLVANIA","","17603"
"8353","NPDES","PAG045232",110037099699,"CHARLOTTE DAY ESTATE FARM HOUSE SFTF","840 HUNTER RUN RD","","HOWARD","CENTRE","PA027","PA","PENNSYLVANIA","","16841"
"8354","NPDES","PAS206111",110037887365,"JWF IND","163 CRAMER PIKE","","JOHNSTOWN","CAMBRIA","PA021","PA","PENNSYLVANIA","USA","15906-1157"
"8355","NPDES","PA0261114",110000978425,"MCCONNELLSBURG BORO WATER SYSTEMS","215 N 3RD ST","","MC CONNELLSBURG","FULTON","PA057","PA","PENNSYLVANIA","","17233-1111"
"8356","NPDES","PAG046373",110037941975,"RALPH CORDES SRSTP","244 BLACKSWOODS ROAD","","FREEDOM PA  15042","BEAVER","PA007","PA","PENNSYLVANIA","USA","15042"
"8357","NPDES","PAR214834",110037945533,"JOHNSON BROTHERS QUARRIES","RR 2 BOX 278C","","TOWANDA","BRADFORD","PA015","PA","PENNSYLVANIA","USA","18848"
"8358","NPDES","PA0254436",110043304144,"DILLON SR STP","INDIANAOLA RD","","PGH","ALLEGHENY","PA003","PA","PENNSYLVANIA","USA","15238"
"8359","NPDES","PAG041044",110044248454,"ESPER SRSTP","18 MEADVILLE RD","","UNION CITY","ERIE","PA049","PA","PENNSYLVANIA","USA","16438-7402"
"8360","NPDES","PAR124818",110054902281,"RIVER RUN FOODS PLANT","50 BLUE HL","","NORTHUMBERLAND","NORTHUMBERLAND","PA097","PA","PENNSYLVANIA","USA","17857-8666"
"8361","NPDES","PAG123611",110059949891,"DANIEL PETRE CAFO","3409 SMOKETOWN RD","","SPRING GROVE","YORK","PA133","PA","PENNSYLVANIA","USA","17362-8317"
"8362","NPDES","MD0060356",110028276443,"H.B. MELLOTT ESTATE, INC.","100 MELLOTT DRIVE,SUITE 100","WASHINGTON COUNTY","WARFORDSBURG","WASHINGTON","MD043","PA","PENNSYLVANIA","","17267"
"8363","NPDES","PAR318306",110054976184,"WEATHERFORD WELLHEAD SYSTEMS STORMWATER","106 BLOSE DRIVE","","PUNXSUTAWNEY","JEFFERSON","PA065","PA","PENNSYLVANIA","USA","15767"
"8364","NPDES","PAG102267",110055008263,"QUARRY PIPELINE","1212 SOUTH ABINGTON ROAD","","CLARK SUMMIT","SUSQUEHANNA","PA115","PA","PENNSYLVANIA","USA","18411"
"8365","NPDES","PAG104838",110055008352,"LEHIGH PHASE 2 PIPELINE","MCKALE ROAD","","NORTH TOWANDA","BRADFORD","PA015","PA","PENNSYLVANIA","USA","18850"
"8366","NPDES","PAG049210",110024760016,"JASON & TONYA THEURET","CHERRY RUN CHURCH RD","","RIMERSBURG","CLARION","PA031","PA","PENNSYLVANIA","USA","16248"
"8367","NPDES","PAG049246",110006662646,"PETER & EMILY DALONI","2646 MERCER-WEST MIDDLESEX RD","","WEST MIDDLESEX","MERCER","PA085","PA","PENNSYLVANIA","","16159"
"8368","NPDES","PA0239925",110027361520,"JENNIFER A & PAUL M MOHTASHEMI SRSTP","30361 BROWN RD","","TOWNVILLE","CRAWFORD","PA039","PA","PENNSYLVANIA","USA","16360"
"8369","NPDES","PAG049303",110027984359,"FLEMING, JANET K SFTF","101 LOWER LANE","","SLIPPERY ROCK","BUTLER","PA019","PA","PENNSYLVANIA","","16057"
"8370","NPDES","PAG046240",110010259629,"KATHLEEN KENNEY","1245 LOGAN RD","","GIBSONIA","ALLEGHENY","PA003","PA","PENNSYLVANIA","USA","15044"
"8371","NPDES","PAG049277",110028057536,"CRAIG, KATHLEEN & RICHARD","29 GOETSCH RD","","GREENVILLE","MERCER","PA085","PA","PENNSYLVANIA","","16125"
"8372","NPDES","PAL036609",110028183258,"CONWAY BOROUGH MUN. AUTH.","RIVER RD.","","CONWAY","BEAVER","PA007","PA","PENNSYLVANIA","","15027"
"8373","NPDES","PA0003816",110022532801,"BP OIL COMPANY","CORAOPOLIS TERMINAL","510 NARROWS RUN ROAD","CORAPOLIS","ALLEGHENY","PA003","PA","PENNSYLVANIA","USA","15108"
"8374","NPDES","PA0008796",110000334308,"L3 COMMUNICATIONS ELECTRON DEVICES","1035 WESTMINSTER DR","","WILLIAMSPORT","LYCOMING","PA081","PA","PENNSYLVANIA","USA","17701-3911"
"8375","NPDES","PA0008885",110000584537,"PROCTER & GAMBLE PAPER PROD","PO BOX 32","ROUTE 87","MEHOOPANY","WYOMING","PA131","PA","PENNSYLVANIA","USA","18629-0032"
"8376","NPDES","PA0009016",110000333531,"OSRAM SYLVANIA / YORK","1128 ROOSEVELT AVE","","YORK","YORK","PA133","PA","PENNSYLVANIA","USA","17404-2348"
"8377","NPDES","PA0218022",110001068594,"KEITH THURNER","21 SAW MILL RD","","FINLEYVILLE","WASHINGTON","PA125","PA","PENNSYLVANIA","USA","15332"
"8378","NPDES","PA0033294",110009161487,"FRANKLIN MANOR STP","70 SECURITY DR","","WASHINGTON","WASHINGTON","PA125","PA","PENNSYLVANIA","USA","15301"
"8379","NPDES","PA0033405",110064280692,"SEWICKLEY PINES MANOR STP","SEWICKLEY PINES MANOR","","WEST NEWTON","WESTMORELAND","PA129","PA","PENNSYLVANIA","USA","15089"
"8380","NPDES","PA0085197",110000936710,"KAMPEL ENTERPRISES","8930 CARLISLE RD","","WELLSVILLE","YORK","PA133","PA","PENNSYLVANIA","USA","17365-9735"
"8381","NPDES","PA0008761",110000333906,"ARMSTRONG MARIETTA","1507 RIVER RD","","MARIETTA","LANCASTER","PA071","PA","PENNSYLVANIA","USA","17547-9403"
"8382","NPDES","PA0011436",110000337494,"HANDY & HARMAN TUBE CO","701 WEST TOWNSHIP LINE RD","","NORRISTOWN","MONTGOMERY","PA091","PA","PENNSYLVANIA","USA","19403"
"8383","NPDES","PA0217191",110001059611,"DOUG CORTEAL","101 FRANKIE LANE","","LEISENRING","FAYETTE","PA051","PA","PENNSYLVANIA","USA","15455"
"8384","NPDES","PAG043561",110006802978,"VINCENT J CAPPRICCI","5202 ELK LICK RD","","EVERETT","BEDFORD","PA009","PA","PENNSYLVANIA","USA","15537"
"8385","NPDES","PA0058297",110006662487,"WOLANIN SRSTP","331 ECHO VALLEY LANE","","NEWTOWN SQUARE","DELAWARE","PA045","PA","PENNSYLVANIA","USA","19073"
"8386","NPDES","PA0081141",110010810596,"LOCUST WOOD MHP","HOLTZMAN RD","","REINHOLDS","LANCASTER","PA071","PA","PENNSYLVANIA","USA","17569"
"8387","NPDES","PA0081116",110009816574,"SOLANCO HIGH SCHOOL","585 SOLANCO RD","","QUARRYVILLE","LANCASTER","PA071","PA","PENNSYLVANIA","USA","17566-9615"
"8388","NPDES","PA0084565",110010967089,"EAST PROSPECT STP","SOUTH MAIN STREET","","EAST PROSPECT","","","PA","PENNSYLVANIA","USA","17317"
"8389","NPDES","PA0041581",110010974721,"LIVERPOOL STP","1461 SUSQUEHANNA TRAIL","","LIVERPOOL","PERRY","PA099","PA","PENNSYLVANIA","USA","17045"
"8390","NPDES","PA0052850",110064279533,"STOCKERTOWN BORO","WINONA ST","","STOCKERTOWN","NORTHAMPTON","PA095","PA","PENNSYLVANIA","USA","18083"
"8391","NPDES","PA0112054",110010962903,"MIFFLIN MANOR STP","WALNUT LANE","","JERSEY SHORE","LYCOMING","PA081","PA","PENNSYLVANIA","USA","17740"
"8392","NPDES","PA0081922",110010968186,"LEWISBERRY STP","1 SOUTH MARKET ST","","LEWISBERRY, BOROUGH OF","YORK","PA133","PA","PENNSYLVANIA","USA","17339"
"8393","NPDES","PA0057614",110009162413,"CRAIG & STACEY GRAMLICH","6 ROSENBERGER DR","","PERKASIE","BUCKS","PA017","PA","PENNSYLVANIA","USA","18944"
"8394","NPDES","PA0081841",110010968159,"THOUSAND TRAILS INC","493 S MT PLEASANT RD","","SOUTH ANNVILLE, TOWNSHIP OF","LEBANON","PA075","PA","PENNSYLVANIA","USA","170428945"
"8395","NPDES","PA0083054",110009816459,"DAYS INN - TOWNHILL PLAZA STP","9648 OLD ROUTE 126","","WARFORDSBURG","FULTON","PA057","PA","PENNSYLVANIA","USA","17267"
"8396","NPDES","PA0035505",110010975766,"FAITH BLDR ED PROGRAMS","28527 GUYS MILLS RD","","GUYS MILLS","CRAWFORD","PA039","PA","PENNSYLVANIA","USA","16327-2516"
"8397","NPDES","PA0055212",110010971911,"CONCORD TWP CENTRAL STP","664 CONCORD RD","","GLEN MILLS","DELAWARE","PA045","PA","PENNSYLVANIA","USA","19342"
"8398","NPDES","PA0033120",110010976159,"EISENHOWER JR SR HIGH SCH","EISENHOWER MIDDLE/SENIOR HIGH","3700 ROUTE 957","RUSSELL","WARREN","PA123","PA","PENNSYLVANIA","USA","16345"
"8399","NPDES","PAG058365",110022569549,"SHEETZ INC/GOOD GUYZ","FORMER SHEETZ 83","390 WHITE STONE RD","BUTLER","BUTLER","PA019","PA","PENNSYLVANIA","USA","16001"
"8400","NPDES","PAG058366",110022569594,"UNITED REFINING COMP OF PA","KWIK FILL S-58","1001 EAST SPRING ST","TITUSVILLE","CRAWFORD","PA039","PA","PENNSYLVANIA","USA","16354"
"8401","NPDES","PAG044953",110011001469,"IVAN & SHERRY HOOVER","RD 1  BOX 233","","WOODLAND","CLEARFIELD","PA033","PA","PENNSYLVANIA","USA","16881"
"8402","NPDES","PAR230004",110064245464,"CHEMREX INC","POTTSTOWN PLANT","860 CROSS ST","POTTSTOWN","MONTGOMERY","PA091","PA","PENNSYLVANIA","USA","19464"
"8403","NPDES","PAG045113",110006695674,"PHILIP E BAUDER","RD 1  BOX 496","","SHINGLEHOUSE","POTTER","PA105","PA","PENNSYLVANIA","USA","16748"
"8404","NPDES","PAG046258",110012715008,"DAVID SEMONE","1695 LIONS HEALTH CAMP ROAD","","INDIANA","INDIANA","PA063","PA","PENNSYLVANIA","USA","15701"
"8405","NPDES","PAR206146",110064209690,"MLP STEEL LLC FAYETTE STEEL DIV","18 MT PLEASANT RD","","SCOTTDALE","WESTMORELAND","PA129","PA","PENNSYLVANIA","USA","15683"
"8406","NPDES","PA0010201",110000954959,"COLUMBIA WATER CO","20 WALNUT ST","","COLUMBIA","LANCASTER","PA071","PA","PENNSYLVANIA","USA","17512-1198"
"8407","NPDES","PAG058323",110001093307,"SHELL OIL PRODUCTS US","SITE 3050 HERMITAGE PENNZMART","3229 STATE STREET","HERMITAGE","MERCER","PA085","PA","PENNSYLVANIA","USA","16148"
"8408","NPDES","PAG045003",110009156705,"JEANNIE MYERS","RR 1 BOX 336B","","WEST DECATUR","CLEARFIELD","PA033","PA","PENNSYLVANIA","USA","16878"
"8409","NPDES","PAG050005",110010996645,"SUN CO INC (R&M)","1014 WILMINGTON PIKE","","WEST CHESTER","CHESTER","PA029","PA","PENNSYLVANIA","USA","19382"
"8410","NPDES","PAG050006",110009157358,"SUN COMPANY INC (R&M)","SUNOCO A-PLUS","SCHUYLKILL RD & BRIDGE ST","EAST VINCENT","CHESTER","PA029","PA","PENNSYLVANIA","USA","19457"
"8411","NPDES","PAR214829",110024565326,"WOLYNIEC CONST INC STORMWATER","294 FREEDOM RD","","WILLIAMSPORT","LYCOMING","PA081","PA","PENNSYLVANIA","USA","17703-0666"
"8412","NPDES","PAG045037",110011000790,"JEREMY FRY","310 MARGARGEL LANE","","MUNCY","LYCOMING","PA081","PA","PENNSYLVANIA","USA","17756"
"8413","NPDES","PAL026751",110064197818,"INDIANA BORO STP","1678 WAYNE AVENUE","","INDIANA","INDIANA","PA063","PA","PENNSYLVANIA","USA","15701"
"8414","NPDES","PAR134802",110001113786,"BB NONWOVENS SIMPSONVILLE INC","ROUTE 15 NORTH","","LEWISBURG","UNION","PA119","PA","PENNSYLVANIA","USA","178370200"
"8415","NPDES","PAG048615",110010997644,"CHRISTAL GREEN","1547 WILSON ROAD","","SUGAR GROVE","WARREN","PA123","PA","PENNSYLVANIA","USA","16350"
"8416","NPDES","PAG050043",110015598487,"LEHIGH GAS LANSDALE","1419 W MAIN ST","","LANSDALE","MONTGOMERY","PA091","PA","PENNSYLVANIA","USA","19446-1303"
"8417","NPDES","PAG044828",110011002253,"FAYE BICKEL","RR 4 BOX 84","","MIFFLINBURG","UNION","PA119","PA","PENNSYLVANIA","USA","17844"
"8418","NPDES","PAG048664",110010997289,"DOUGLAS & CHIYO GRANT","BIG TREE RD","ROUTE 69","SUGAR GROVE","WARREN","PA123","PA","PENNSYLVANIA","USA","16350"
"8419","NPDES","PAR130012",110000337127,"QUEBECOR WORLD ATGLEN INC","4581 LOWER VALLEY RD","","ATGLEN","CHESTER","PA029","PA","PENNSYLVANIA","USA","19310"
"8420","NPDES","PAR202220",110010259219,"ZAPATA INDUSTRIES INC","HUMBOLDT INDUSTRIAL PARK","","HAZLETON","SCHUYLKILL","PA107","PA","PENNSYLVANIA","USA","18201"
"8421","NPDES","PAR230028",110009159310,"RHONE PLULENC AG COMPANY","BOX 506","","AMBLER","MONTGOMERY","PA091","PA","PENNSYLVANIA","USA","19002"
"8422","NPDES","PAR230041",110000876071,"ELF ATOCHEM KOP TECHNICAL CNTR","900 FIRST AVE","","KING OF PRUSSIA","MONTGOMERY","PA091","PA","PENNSYLVANIA","USA","19406"
"8423","NPDES","PAG056183",110001068745,"KWIK FILL FAC S 045","2 DUCK HOLLOW RD","","UNIONTOWN","FAYETTE","PA051","PA","PENNSYLVANIA","USA","15401"
"8424","NPDES","PAG056186",110001047965,"SUNOCO INC","SUNOCO RETAIL FAC #0363-0688","124 LLOYD AVE","LATROBE","WESTMORELAND","PA129","PA","PENNSYLVANIA","USA","15650"
"8425","NPDES","PAR214815",110000332408,"SNOW SHOE REFRACTORIES","895 CLARENCE RD","","SNOW SHOE","CENTRE","PA027","PA","PENNSYLVANIA","USA","16874"
"8426","NPDES","PAR214817",110000603614,"BIGLER PLT","PO BOX 338","","BIGLER","CLEARFIELD","PA033","PA","PENNSYLVANIA","USA","16825"
"8427","NPDES","PAR110029",110012707785,"MARS DRINKS NORTH AMERICA  WEST CHESTER FAC","1301 WILSON DR","","WEST CHESTER","CHESTER","PA029","PA","PENNSYLVANIA","USA","19380"
"8428","NPDES","PAR123527",110001085263,"FRITO-LAY INC","3553 GILLESPIE DR","","YORK","YORK","PA133","PA","PENNSYLVANIA","USA","17404-5803"
"8429","NPDES","PAG048410",110010127816,"GREGOR, TRICHA A SFTF","14140 DICKSON RD","","MEADVILLE","CRAWFORD","PA039","PA","PENNSYLVANIA","USA","16335"
"8430","NPDES","PAL027197",110000532709,"HARRISBURG AUTHORITY, THE","ONE KEYSTONE PLAZA, SUITE 104","","HARRISBURG","DAUPHIN","PA043","PA","PENNSYLVANIA","USA","17101"
"8431","NPDES","PAR802233",110010275950,"CON-WAY FREIGHT - XPA","2875 POTTSVILLE-MINERSVILLE HWY","","MINERSVILLE","SCHUYLKILL","PA107","PA","PENNSYLVANIA","USA","17954"
"8432","NPDES","PAR213511",110010988716,"PENNSY SUPPLY PAXTON ST","1001 PAXTON ST","","HARRISBURG","DAUPHIN","PA043","PA","PENNSYLVANIA","USA","17105"
"8433","NPDES","PAR326109",110010986273,"PANNIER CORPORATION","207 SANDUSKY STREET","","PITTSBURGH","ALLEGHENY","PA003","PA","PENNSYLVANIA","USA","15212"
"8434","NPDES","PAR226113",110010987673,"BABCOCK LUMBER COMPANY","2220 PALMER AVE","","PITTSBURGH","CAMBRIA","PA021","PA","PENNSYLVANIA","USA","15218"
"8435","NPDES","PAL026352",110064284091,"CORAOPOLIS MUN SAN AUTH","1012 FIFTH AVENUE","","CORAOPOLIS","ALLEGHENY","PA003","PA","PENNSYLVANIA","USA","15108"
"8436","NPDES","PAL042234",110001062974,"KITTANNING BORO","MUNICIPAL BLDG.","","KITTANNING","ARMSTRONG","PA005","PA","PENNSYLVANIA","USA","16201"
"8437","NPDES","PAR316102",110001068772,"HALLIBURTON ENERGY SVC INC HOMER CITY FAC","101 LUCERNE RD","","HOMER CITY","INDIANA","PA063","PA","PENNSYLVANIA","USA","15748"
"8438","NPDES","PAR600083",110021028573,"ROBERT VOLIO","DBA NICE GUYS AUTO PARTS","3511 S 61ST STREET","PHILADELPHIA","PHILADELPHIA","PA101","PA","PENNSYLVANIA","USA","19153"
"8439","NPDES","PA0026778",110059957505,"INGLESIDE STP","407 WALSALL RD","","JOHNSTOWN","CAMBRIA","PA021","PA","PENNSYLVANIA","USA","15904"
"8440","NPDES","PA0037923",110060151972,"NORTH EAST BORO WTP","8152 FILTER PLANT RD","","NORTH EAST","ERIE","PA049","PA","PENNSYLVANIA","USA","16428"
"8441","NPDES","PA0203955",110001100237,"84 LUMBER CO STP","SR 519","","EIGHTY FOUR","WASHINGTON","PA125","PA","PENNSYLVANIA","USA","15330"
"8442","NPDES","PAR600088",110022909138,"BILL'S AUTO PARTS PASSYUNK AVE FAC","6235 PASSYUNK AVE","","PHILA","PHILADELPHIA","PA101","PA","PENNSYLVANIA","USA","19153"
"8443","NPDES","PAR203599",110000338224,"POST PRECISION CASTINGS INC","21 WALNUT ST","","STRAUSSTOWN","BERKS","PA011","PA","PENNSYLVANIA","USA","19559-7707"
"8444","NPDES","PAR308301",110010986718,"C & K COAL COMP","BOX 69","","CLARION","CLARION","PA031","PA","PENNSYLVANIA","USA","16214"
"8445","NPDES","PA0057215",110010971074,"GEORGE LONG - LOT ONE OF THE","ILSA MYERS SUBDIVISION","1342 TAGGERT RD","EAST GREENVILLE","MONTGOMERY","PA091","PA","PENNSYLVANIA","USA","18041"
"8446","NPDES","PA0027383",110039759981,"SWDCMA SEW SYS TO DELCORA","ONE GAMBLE LANE","","ASTON","DELAWARE","PA045","PA","PENNSYLVANIA","USA","19014"
"8447","NPDES","PA0038156",110010975212,"RIMERSBURG BORO STP","794 ROUTE 861","","RIMERSBURG","CLARION","PA031","PA","PENNSYLVANIA","USA","16248-0648"
"8448","NPDES","PA0222909",110010812228,"KINZUA WARREN CNTY WWTP","ROUTE 59","","WARREN","WARREN","PA123","PA","PENNSYLVANIA","USA","16365"
"8449","NPDES","PA0064211",110045522010,"SCHUYLKILL VALLEY SEW AUTH","316 RIDGE RD (T-770)","","CUMBOLA","SCHUYLKILL","PA107","PA","PENNSYLVANIA","USA","17930"
"8450","NPDES","PA0101931",110017822203,"MARIENVILLE STP","LOLETA ROAD","","MARIENVILLE","FOREST","PA053","PA","PENNSYLVANIA","USA","16239"
"8451","NPDES","PAG048446",110010998616,"GRIFFIN, NANCY E SFTF","38 WISE RD","","GREENVILLE","MERCER","PA085","PA","PENNSYLVANIA","USA","16125-9237"
"8452","NPDES","PAS213502",110024463463,"FRANK CASILIO & SONS","210 HINTERLEITER RD","","KUTZTOWN","BERKS","PA011","PA","PENNSYLVANIA","USA","19530-9262"
"8453","NPDES","PAG040027",110022289227,"MICHAEL CLEARY","2112 RIDGE WAY","","EAST GREENVILLE","MONTGOMERY","PA091","PA","PENNSYLVANIA","USA","18041"
"8454","NPDES","PA0044521",110059913170,"FRANKLIN CNTY GEN AUTH - ROCKET RD STP","3813 ROCKET ROAD","","CHAMBERSBURG","FRANKLIN","PA055","PA","PENNSYLVANIA","USA","17201"
"8455","NPDES","PA0035246",110010180240,"INDIAN CREEK WATER FILTRATION PLT","WHEELER BOTTOM","","DUNBAR TOWNSHIP","","","PA","PENNSYLVANIA","USA","15425"
